stop_reason,stops,success,yield,contraband_discoveries
273.6(B) PC - VIOL CRT ORD DOM VIOL INJ (M) 50206 | 273.6(B) PC - VIOL CRT ORD DOM VIOL INJ (M) 50206,1,0,0.0,0
18 1201 US - KIDNAPPING (F) 10018,1,0,0.0,0
24606(B) VC - BACKUP LAMPS VIOLATION (I) 66436,1,0,0.0,0
508 PC - EMBEZ BY EMPLOYEE $400+ (F) 27021,1,0,0.0,0
166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106 | 166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106 | 166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106 | 166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106,1,0,0.0,0
148.4(A)(1) PC - TAMPER/ETC W/FIREALRM/ETC (M) 53116 | 148.4(A)(1) PC - TAMPER/ETC W/FIREALRM/ETC (M) 53116 | 148.4(A)(1) PC - TAMPER/ETC W/FIREALRM/ETC (M) 53116,1,0,0.0,0
245(A)(1) PC - ADW NOT FIREARM (M) 13220 | 245(A)(1) PC - ADW NOT FIREARM (M) 13220 | 245(A)(1) PC - ADW NOT FIREARM (M) 13220 | 245(A)(1) PC - ADW NOT FIREARM (M) 13220,1,0,0.0,0
9400.1(F)(4) VC - CMV WT FEES DUE (I) 66924,1,0,0.0,0
21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398 | 21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398,1,0,0.0,0
11713.3(M) VC - EMPLY REP NOT LICENSED (M) 26832,1,0,0.0,0
22500(G) VC - PARKING VIOL ALNG EXCAVTN (I) 66308 | 22500(G) VC - PARKING VIOL ALNG EXCAVTN (I) 66308 | 22500(G) VC - PARKING VIOL ALNG EXCAVTN (I) 66308,1,0,0.0,0
640(C)(3)(A) PC - MISUSE TRNST SYS TICKT PR (M) 66220,1,0,0.0,0
104495(C) HS - DISP TOBACO WSTE:PLAYGRND (I) 55278,1,0,0.0,0
18 371 US - CRIMINAL CONSPIRACY (F) 46025,1,0,0.0,0
166(A)(2) PC - CONTEMPT:PRESENCE OF JURY (M) 50104 | 166(A)(2) PC - CONTEMPT:PRESENCE OF JURY (M) 50104,1,0,0.0,0
1551.1 PC - FUGITIVE AREST W/O WARANT (F) 49027 | 1551.1 PC - FUGITIVE AREST W/O WARANT (F) 49027,1,0,0.0,0
22610(A) PC - FELON POSS/ETC STUN GUN (M) 52459,1,0,0.0,0
266I(B)(1) PC - PANDERING:OTHR PERSON 16+ (F) 40044,1,0,0.0,0
640.5(C)(1) PC - GRAFITI:GOVT FAC/VEH:2+PR (M) 66115 | 640.5(C)(1) PC - GRAFITI:GOVT FAC/VEH:2+PR (M) 66115,1,0,0.0,0
1320(A) PC - FTA:MISDEMEANOR CHARGE (M) 50119 | 1320(A) PC - FTA:MISDEMEANOR CHARGE (M) 50119,1,0,0.0,0
398 MV - TRESPASS: OFF LIMIT AREA (M) 32060 | 398 MV - TRESPASS: OFF LIMIT AREA (M) 32060 | 398 MV - TRESPASS: OFF LIMIT AREA (M) 32060,1,0,0.0,0
22511.56(A) VC - FL PRVD EVID SPEC LIC PLT (I) 66319,1,0,0.0,0
14601.1(A) VC - DRIVE:LIC SUSPENDED/ETC (M) 54083 | 14601.1(A) VC - DRIVE:LIC SUSPENDED/ETC (M) 54083 | 14601.1(A) VC - DRIVE:LIC SUSPENDED/ETC (M) 54083,1,0,0.0,0
18 3606 US - PROBATION VIOL:FEDERAL (X) 50142,1,0,0.0,0
18720 PC - MAK DSTRCT DEVC W/O PERMT (F) 52588 | 18720 PC - MAK DSTRCT DEVC W/O PERMT (F) 52588,1,0,0.0,0
455(A) PC - ATTEMPT/AID/ETC IN ARSON (F) 20067 | 455(A) PC - ATTEMPT/AID/ETC IN ARSON (F) 20067,1,0,0.0,0
22810(G)(1) PC - ILUSE TEARGAS/TEARGAS WPN (F) 52614 | 22810(G)(1) PC - ILUSE TEARGAS/TEARGAS WPN (F) 52614,1,0,0.0,0
11351 HS - POS/PUR F/SALE NARC/C/SUB (F) 35276 | 11351 HS - POS/PUR F/SALE NARC/C/SUB (F) 35276 | 11351 HS - POS/PUR F/SALE NARC/C/SUB (F) 35276,1,0,0.0,0
36 2.35(A)(3)(III) US - FR:VIOLATION OF A CLOSURE (M) 4047,1,0,0.0,0
25401 VC - DIFFSD LT RSMBL SIGN VIOL (I) 66504,1,0,0.0,0
24015(B) VC - USE MTR BK W/O MIRROR/ETC (I) 66402,1,0,0.0,0
602(L)(2) PC - TRESP DMG/DEST POSTD SIGN (M) 32140 | 602(L)(2) PC - TRESP DMG/DEST POSTD SIGN (M) 32140 | 602(L)(2) PC - TRESP DMG/DEST POSTD SIGN (M) 32140,1,0,0.0,0
245.3 PC - ADW ON CUSTODIAL OFF:GBI (F) 13105 | 245.3 PC - ADW ON CUSTODIAL OFF:GBI (F) 13105 | 245.3 PC - ADW ON CUSTODIAL OFF:GBI (F) 13105 | 245.3 PC - ADW ON CUSTODIAL OFF:GBI (F) 13105,1,0,0.0,0
11366 HS - KEP PLACE:SEL/ETC N/C/SUB (F) 35337,1,0,0.0,0
4327 BP - SELL/ETC DRUGS:UNDER INFL (M) 31209 | 4327 BP - SELL/ETC DRUGS:UNDER INFL (M) 31209,1,0,0.0,0
21211(B) VC - PARK VEH/BIKE ON PATH/TRL (I) 54725,1,0,0.0,0
23153(A) VC - DUI ALCOHOL:CAUSE BOD INJ (F) 42107 | 23153(A) VC - DUI ALCOHOL:CAUSE BOD INJ (F) 42107 | 23153(A) VC - DUI ALCOHOL:CAUSE BOD INJ (F) 42107 | 23153(A) VC - DUI ALCOHOL:CAUSE BOD INJ (F) 42107,1,0,0.0,0
374.4(A) PC - LITER PUBLIC/PRIVATE PROP (I) 55207 | 374.4(A) PC - LITER PUBLIC/PRIVATE PROP (I) 55207,1,0,0.0,0
242 PC - BATTERY (F) 13176 | 242 PC - BATTERY (F) 13176 | 242 PC - BATTERY (F) 13176 | 242 PC - BATTERY (F) 13176,1,0,0.0,0
487(D)(1) PC - GRAND THEFT:AUTO (F) 23185 | 487(D)(1) PC - GRAND THEFT:AUTO (F) 23185,1,0,0.0,0
23225(A)(1) VC - OWNER/DRIVER:OPEN ALC:VEH (I) 54487 | 23225(A)(1) VC - OWNER/DRIVER:OPEN ALC:VEH (I) 54487,1,0,0.0,0
25658(C) BP - LET MINOR DRINK LIQUOR (M) 43030,1,0,0.0,0
Matched suspect description | Other reasonable suspicion or probable cause that a crime has occurred,1,0,0.0,0
22500(H) VC - PARK UNLAW:DOUBLE PARKING (I) 54537 | 22500(H) VC - PARK UNLAW:DOUBLE PARKING (I) 54537 | 22500(H) VC - PARK UNLAW:DOUBLE PARKING (I) 54537,1,0,0.0,0
243.4(B) PC - SEX BATT:MED INST PERSON (M) 11094 | 243.4(B) PC - SEX BATT:MED INST PERSON (M) 11094,1,0,0.0,0
5 100014(A) CA - CA REG:NON-AFF SIGN VIOL (M) 66177,1,0,0.0,0
23115(A) VC - FAIL COVER RUBBISH VEH LD (I) 54498,1,0,0.0,0
21650.1 VC - OPR BIKE:RD/ETC:WRONG WAY (I) 54088 | 21650.1 VC - OPR BIKE:RD/ETC:WRONG WAY (I) 54088,1,0,0.0,0
23153(G) VC - DUI ALC/DRUG:CAUS BOD INJ (F) 42121,1,0,0.0,0
487C PC - PETY THFT:CNVRT REAL PROP (M) 23019 | 487C PC - PETY THFT:CNVRT REAL PROP (M) 23019 | 487C PC - PETY THFT:CNVRT REAL PROP (M) 23019,1,0,0.0,0
203 PC - MAYHEM (F) 13005 | 203 PC - MAYHEM (F) 13005,1,0,0.0,0
2815 VC - FAIL OBEY SCH XING GUARD (I) 54381,1,0,0.0,0
314(1) PC - INDECENT EXPOSURE (M) 36343 | 314(1) PC - INDECENT EXPOSURE (M) 36343 | 314(1) PC - INDECENT EXPOSURE (M) 36343 | 314(1) PC - INDECENT EXPOSURE (M) 36343,1,0,0.0,0
22515(A) VC - FAIL SET BRK/ETC:UNAT VEH (I) 54496,1,0,0.0,0
243(D) PC - BATERY:SERIOUS BODILY INJ (M) 13180 | 243(D) PC - BATERY:SERIOUS BODILY INJ (M) 13180 | 243(D) PC - BATERY:SERIOUS BODILY INJ (M) 13180,1,0,0.0,0
25952(A) VC - LAMP/RFLCTR LOAD VIOL (I) 66518,1,0,0.0,0
287(B)(1) PC - ORAL COPULATION:-18 YRS (F) 36298,1,0,0.0,0
21466.5 VC - LITE ON HWY:IMPAIR VISION (I) 54414,1,0,0.0,0
487B PC - GRAND THFT CONVRT RL PROP (F) 23245,1,0,0.0,0
591 PC - DAMAGE/ETC POWER LINES (F) 29016,1,0,0.0,0
594(A)(2) PC - VANDALISM:DAMAGE PROPERTY (F) 29072 | 594(A)(2) PC - VANDALISM:DAMAGE PROPERTY (F) 29072 | 594(A)(2) PC - VANDALISM:DAMAGE PROPERTY (F) 29072,1,0,0.0,0
286(B)(1) PC - SODOMY W/PERSON UNDER 18 (M) 36249,1,0,0.0,0
18 113(A)(4) US - ASSAULT BY STRIKING/ECT (F) 13202 | 18 113(A)(4) US - ASSAULT BY STRIKING/ECT (F) 13202,1,0,0.0,0
11362.3(A)(4) HS - POSS MARIJ DRIVE/RIDE VEH (I) 35454 | 11362.3(A)(4) HS - POSS MARIJ DRIVE/RIDE VEH (I) 35454,1,0,0.0,0
417(C) PC - EXHIBIT FIREARM PRES PO (F) 52200 | 417(C) PC - EXHIBIT FIREARM PRES PO (F) 52200 | 417(C) PC - EXHIBIT FIREARM PRES PO (F) 52200,1,0,0.0,0
22513(A)(1) VC - TOW TRK STOP ACCDNT SOLCT (M) 66320,1,0,0.0,0
29004(A)(1) VC - TOW VEH:SAFETY CHAIN REQ (I) 66988,1,0,0.0,0
246.3(B) PC - WILFL DSCHRG BB GN GR NEG (M) 52773,1,0,0.0,0
209(B)(1) PC - KIDNAP TO COMMIT RAPE (F) 10028,1,0,0.0,0
22980.2(A) BP - SELL TOBACCO W/O LICENSE (M) 31256,1,0,0.0,0
2006 FG - LOADED RIFLE IN VEH (M) 62007,1,0,0.0,0
36 261.11(D) US - FEDERAL REGULATION:LITTER (M) 55218 | 36 261.11(D) US - FEDERAL REGULATION:LITTER (M) 55218,1,0,0.0,0
273.5(F)(2) PC - CORP INJ SPOUSE W/PR BATT (M) 38103 | 273.5(F)(2) PC - CORP INJ SPOUSE W/PR BATT (M) 38103,1,0,0.0,0
266I(A)(1) PC - PANDER:PROCR PRSN F/PROST (F) 40039,1,0,0.0,0
236.1(C) PC - HMN TRFK MNR COMM SEX ACT (F) 56046,1,0,0.0,0
602.3(A) PC - FLR LODGER VACAT AFTR NTC (I) 32128 | 602.3(A) PC - FLR LODGER VACAT AFTR NTC (I) 32128,1,0,0.0,0
12500(C) VC - OPR VEH W/O LIC:PARK LOT (I) 54396,1,0,0.0,0
21235(B) VC - OPR MOTOR SCOOTR:HWY:VIOL (I) 54520,1,0,0.0,0
5 100013(K) CA - CA REG:URINAT/DEF UNV PRP (M) 66174 | 5 100013(K) CA - CA REG:URINAT/DEF UNV PRP (M) 66174,1,0,0.0,0
871(D) WI - MNR REMOVE ELECT MONITOR (M) 49091,1,0,0.0,0
9884.9(A) BP - EST/ETC VIOL:AUTO REPAIR (M) 31160,1,0,0.0,0
1218(C)(1) CP - CONTMPT:DOMSTC VIOL:FIRST (M) 50167,1,0,0.0,0
119(F) BP - UNLAWFUL POSS/DUPL LICENS (M) 26139,1,0,0.0,0
417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136 | 417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136 | 417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136 | 417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136 | 417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136,1,0,0.0,0
16020(A) VC - NO PROOF:FINANCE RESP:VEH (I) 54018,1,0,0.0,0
460(B) PC - BURGLARY:SECOND DEGREE (M) 22131,1,0,0.0,0
594(B)(1) PC - VANDALISM $400 OR MORE (M) 29142 | 594(B)(1) PC - VANDALISM $400 OR MORE (M) 29142 | 594(B)(1) PC - VANDALISM $400 OR MORE (M) 29142,1,0,0.0,0
1767.3 WI - ESCAPE CUSTDY JUV FACILTY (X) 8043,1,0,0.0,0
114175 HS - FAIL MAINT EQUIP/UTENSILS (M) 55273,1,0,0.0,0
4000(B) VC - ON HWY VIOL POLLUTN CNTRL (I) 54769,1,0,0.0,0
487E PC - GRAND THEFT DOG $950+ (M) 23229,1,0,0.0,0
25275.5 VC - UNLAW USE CRIME ALARM LT (I) 66482,1,0,0.0,0
470B PC - POSS DL/ID COMMIT FORGERY (M) 25123,1,0,0.0,0
148.3(A) PC - FALSE REPORT EMERGENCY (M) 53059 | 148.3(A) PC - FALSE REPORT EMERGENCY (M) 53059 | 148.3(A) PC - FALSE REPORT EMERGENCY (M) 53059,1,0,0.0,0
591 PC - DAMAGE/USE/ETC POWER LINE (M) 29135,1,0,0.0,0
20170(A) PC - DISPLAY IMIT F/ARM PUB 3+ (M) 52820,1,0,0.0,0
22500(M) VC - PARKING VIOL PUB TRANSIT (I) 66313,1,0,0.0,0
11374.5(A) HS - ILL DISP HAZ C/SUB/WASTE (F) 55114,1,0,0.0,0
487F PC - PETTY THEFT DOG -$950 (M) 23247 | 487F PC - PETTY THEFT DOG -$950 (M) 23247,1,0,0.0,0
Matched suspect description | Witness or victim identified stopped person as a suspect of a crime,1,0,0.0,0
243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174 | 243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174 | 243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174 | 243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174,1,0,0.0,0
4159 VC - FL NOTIFY DMV ADD CHANGE (I) 66914 | 4159 VC - FL NOTIFY DMV ADD CHANGE (I) 66914,1,0,0.0,0
647(B)(2) PC - PROSTITUTION PRVD COMPNS (M) 40053 | 647(B)(2) PC - PROSTITUTION PRVD COMPNS (M) 40053,1,0,0.0,0
23153(F) VC - DUI DRUG:CAUSE BODILY INJ (F) 42119,1,0,0.0,0
246.3(A) PC - WIL DISCH F/ARM W/GRS NEG (M) 52388 | 246.3(A) PC - WIL DISCH F/ARM W/GRS NEG (M) 52388,1,0,0.0,0
10139 BP - ACT/ETC RELATR/ETC:NO LIC (M) 31116,1,0,0.0,0
36 26113(I) US - FR:USE ROAD:RESTRICD LAND (M) 62190,1,0,0.0,0
148.1(C) PC - FALSE BOMB REPORT (F) 53103 | 148.1(C) PC - FALSE BOMB REPORT (F) 53103,1,0,0.0,0
369I(B)(1) PC - TRESPAS RAIL TRANSIT PROP (M) 32148 | 369I(B)(1) PC - TRESPAS RAIL TRANSIT PROP (M) 32148,1,0,0.0,0
10851(B) VC - TAKE ONCALL EMERG/ETC VEH (F) 24065,1,0,0.0,0
272(A)(1) PC - CONTRIB DELINQUENCY MINOR (M) 43042,1,0,0.0,0
21659 VC - VIOL:THREE-LANE HIGHWAY (I) 54433,1,0,0.0,0
8625(A) FG - ILLEGAL SIZE NET USED (M) 62171,1,0,0.0,0
287(B)(1) PC - ORAL COPULATION:-18 YRS (M) 36299 | 287(B)(1) PC - ORAL COPULATION:-18 YRS (M) 36299,1,0,0.0,0
288.2(A)(1) PC - HRMFL MTR SENT INT/SX MNR (F) 37120,1,0,0.0,0
11713(O) VC - FL DISCL MANUF WARRANTY (M) 26761,1,0,0.0,0
409.5(C) PC - ENTER DISASTER AREA (M) 53025,1,0,0.0,0
476 PC - MAKE FICT CHECK INT DFRD (F) 25132 | 476 PC - MAKE FICT CHECK INT DFRD (F) 25132,1,0,0.0,0
597B(A) PC - CAUSE BULL/BEAR/ETC FIGHT (M) 34140,1,0,0.0,0
496.5(A) PC - POSS STLN PROP VEH (F) 23283,1,0,0.0,0
29825(B) PC - OWN/ETC F/ARM PROT ORD (M) 52777,1,0,0.0,0
11395(B)(1) HS - POSS CNTL SUB W/2+PRS (M) 35014 | 11395(B)(1) HS - POSS CNTL SUB W/2+PRS (M) 35014,1,0,0.0,0
110585(C) HS - CONCEAL DAMAGE/ETC:FOOD (M) 55197,1,0,0.0,0
237(A) PC - FALSE IMPRISON:VIOL/ETC (F) 56027,1,0,0.0,0
29805(E) PC - MISD CONV CARRYING F/ARM (M) 52866,1,0,0.0,0
381(A) PC - POSSESS/ETC TOLUENE/ETC (M) 35216,1,0,0.0,0
302(A) PC - DISTURB RELIGIOUS MEETING (M) 53113,1,0,0.0,0
1332(B) PC - WIT FAIL COMPLY COURT ORD (X) 50140 | 1332(B) PC - WIT FAIL COMPLY COURT ORD (X) 50140,1,0,0.0,0
11357(B) HS - POSS MARIJ OVER 28.5 GRAM (M) 35431,1,0,0.0,0
148(B) PC - TAKE NON-FIREARM FROM PO (F) 48087,1,0,0.0,0
593 PC - INTERFERE WITH POWER LINE (F) 29018,1,0,0.0,0
601(A)(2) PC - TRESP WORKPLACE THRTN SBI (M) 32119 | 601(A)(2) PC - TRESP WORKPLACE THRTN SBI (M) 32119,1,0,0.0,0
1001.5(A) WI - POSS/ETC C/SUB/ETC:CYA (M) 58028 | 1001.5(A) WI - POSS/ETC C/SUB/ETC:CYA (M) 58028,1,0,0.0,0
11364.7(C) HS - DEL/ETC DRUG PARAPH MINOR (M) 35336 | 11364.7(C) HS - DEL/ETC DRUG PARAPH MINOR (M) 35336,1,0,0.0,0
36 2.12(A)(1) US - FR:UNREASONABLE NOISE (M) 4071,1,0,0.0,0
640(C)(2) PC - MISUSE/ETC PASS/ETC:TRANS (I) 26623,1,0,0.0,0
148(B) PC - TAKE PO/ETC WPN:NON-F/ARM (M) 48123,1,0,0.0,0
261.5(D) PC - SEX W/MNR:PERP 21+ VIC-16 (F) 36092,1,0,0.0,0
29800(A)(2) PC - POSS/ETC F/ARM 2+CONV 417 (F) 52741 | 29800(A)(2) PC - POSS/ETC F/ARM 2+CONV 417 (F) 52741,1,0,0.0,0
168(A) PC - DISCL WARR INFO PR EXECUT (F) 50094,1,0,0.0,0
22500(G) VC - PARKING VIOL ALNG EXCAVTN (I) 66308 | 22500(G) VC - PARKING VIOL ALNG EXCAVTN (I) 66308,1,0,0.0,0
25400(A)(3) PC - CCW IN VEHICLE:OCCUPANT (F) 52477,1,0,0.0,0
24616(A) VC - FL MEET SPEC LAMP STNDRD (I) 66447,1,0,0.0,0
242 PC - BAT EMERGENCY PERSON/ETC (F) 13183 | 242 PC - BAT EMERGENCY PERSON/ETC (F) 13183 | 242 PC - BAT EMERGENCY PERSON/ETC (F) 13183 | 242 PC - BAT EMERGENCY PERSON/ETC (F) 13183 | 242 PC - BAT EMERGENCY PERSON/ETC (F) 13183,1,0,0.0,0
10650(A) VC - TOWING SRVC FL KEEP RCRD (I) 54828,1,0,0.0,0
104495(B) HS - TOBACO PROD:25FT:PLAYGRND (I) 55277,1,0,0.0,0
166(A)(3) PC - CONTEMPT:BREACH OF PEACE (M) 50105 | 166(A)(3) PC - CONTEMPT:BREACH OF PEACE (M) 50105,1,0,0.0,0
182(A)(1) PC - CONSPIRACY:COMMIT CRIME (F) 46028 | 182(A)(1) PC - CONSPIRACY:COMMIT CRIME (F) 46028,1,0,0.0,0
463(B) PC - LOOT/GRAND THEFT ST EMERG (M) 22135,1,0,0.0,0
496.6(A) PC - UNLWFL DEPRVTN OF RETAIL (M) 23284,1,0,0.0,0
647(A) PC - SOLICIT LEWD ACT IN PUBLC (M) 36328 | 647(A) PC - SOLICIT LEWD ACT IN PUBLC (M) 36328 | 647(A) PC - SOLICIT LEWD ACT IN PUBLC (M) 36328,1,0,0.0,0
12700(B)(1) HS - POS DNG F/WRKS -25 POUNDS (M) 52409,1,0,0.0,0
14603 VC - OPR VEH:VIOL LIC RESTRCTN (I) 54150 | 14603 VC - OPR VEH:VIOL LIC RESTRCTN (I) 54150,1,0,0.0,0
602(I) PC - TRESPASS:DESTROY FENCE (M) 32093 | 602(I) PC - TRESPASS:DESTROY FENCE (M) 32093 | 602(I) PC - TRESPASS:DESTROY FENCE (M) 32093 | 602(I) PC - TRESPASS:DESTROY FENCE (M) 32093,1,0,0.0,0
261.5(B) PC - SEX W/MINOR:+ OR - 3 YRS (M) 36094 | 261.5(B) PC - SEX W/MINOR:+ OR - 3 YRS (M) 36094,1,0,0.0,0
290(A)(2)(E) PC - COURT ORDER REGISTRATION (X) 89105,1,0,0.0,0
374.4(B) PC - LIT:HEALTH/SAFETY/ETC HAZ (I) 55211 | 374.4(B) PC - LIT:HEALTH/SAFETY/ETC HAZ (I) 55211,1,0,0.0,0
597(B) PC - CRUELTY OVERDRIVE ANIMAL (F) 34131 | 597(B) PC - CRUELTY OVERDRIVE ANIMAL (F) 34131,1,0,0.0,0
21 846 US - ATTEMPT/CONSPIRACY:DRUGS (X) 46037,1,0,0.0,0
166(C)(4) PC - VIO PROT ORD:DOMSTIC W/PR (F) 50124 | 166(C)(4) PC - VIO PROT ORD:DOMSTIC W/PR (F) 50124,1,0,0.0,0
487J PC - GRAND THEFT:COPPER (M) 23203,1,0,0.0,0
22522 VC - PARK NR DISABLD ACCES RMP (I) 66333,1,0,0.0,0
273.5(F)(2) PC - CORP INJ SPOUSE W/PR BATT (F) 38104 | 273.5(F)(2) PC - CORP INJ SPOUSE W/PR BATT (F) 38104,1,0,0.0,0
6253 PC - WORK FURLOW HOLD/ETC:CDC (X) 66108,1,0,0.0,0
484(A) PC - THEFT (M) 23099 | 484(A) PC - THEFT (M) 23099 | 484(A) PC - THEFT (M) 23099 | 484(A) PC - THEFT (M) 23099,1,0,0.0,0
210 PC - POSE AS KIDNAPPER:EXTORT (F) 21004,1,0,0.0,0
20170(A) PC - DISPLAY IMIT F/ARM PUB 3+ (M) 52820 | 20170(A) PC - DISPLAY IMIT F/ARM PUB 3+ (M) 52820,1,0,0.0,0
100 PC - COLLSN SUPERINT ST PRNTNG (F) 50197 | 100 PC - COLLSN SUPERINT ST PRNTNG (F) 50197,1,0,0.0,0
25608.1 BP - NO ALC BEV:OPEN/CLSD:SPEC (I) 41079 | 25608.1 BP - NO ALC BEV:OPEN/CLSD:SPEC (I) 41079,1,0,0.0,0
653M(A) PC - ANNOYING PHONE CALLS (M) 53078 | 653M(A) PC - ANNOYING PHONE CALLS (M) 53078 | 653M(A) PC - ANNOYING PHONE CALLS (M) 53078,1,0,0.0,0
23270(A) VC - UNAUTH TOWING ON BRIDGE (I) 66365,1,0,0.0,0
666.1(A)(1) PC - PETTY THFT W/2+PRIORS (F) 23287 | 666.1(A)(1) PC - PETTY THFT W/2+PRIORS (F) 23287 | 666.1(A)(1) PC - PETTY THFT W/2+PRIORS (F) 23287,1,0,0.0,0
32 PC - ACCESSORY AFTER THE FACT (F) 46052 | 32 PC - ACCESSORY AFTER THE FACT (F) 46052,1,0,0.0,0
148.3(A) PC - FALSE REPORT EMERGENCY (M) 53059 | 148.3(A) PC - FALSE REPORT EMERGENCY (M) 53059,1,0,0.0,0
273A(B) PC - CHILD ABUSE W/O GBI/DTH (M) 38094 | 273A(B) PC - CHILD ABUSE W/O GBI/DTH (M) 38094 | 273A(B) PC - CHILD ABUSE W/O GBI/DTH (M) 38094,1,0,0.0,0
10153.1 BP - ID FRAUD:EXAMINATION/APPL (M) 31273,1,0,0.0,0
40508(C) VC - FAIL COMPLY COURT ORD (M) 54236 | 40508(C) VC - FAIL COMPLY COURT ORD (M) 54236,1,0,0.0,0
243.4(A) PC - SEXUAL BATT BY RESTRAINT (F) 11109 | 243.4(A) PC - SEXUAL BATT BY RESTRAINT (F) 11109,1,0,0.0,0
21652 VC - UNLAWFUL ENTRY SERV ROAD (I) 54542,1,0,0.0,0
25140(A) PC - H/GUN ILLGL STORED IN VEH (I) 52824,1,0,0.0,0
25651(C) VC - MOTORCYCLE 1 HEADLMP VIOL (I) 66509,1,0,0.0,0
653X(A) PC - ANNOYING/ETC CALLS TO 911 (M) 53128 | 653X(A) PC - ANNOYING/ETC CALLS TO 911 (M) 53128,1,0,0.0,0
36305 VC - IOH 25 MPH+ REQ DL (I) 66866,1,0,0.0,0
21212(C) VC - SALE OF ILLGL BIKE HLMT (I) 54950,1,0,0.0,0
5037(A) VC - MTRZD BK W/O PLATE 1981+ (I) 54785,1,0,0.0,0
20001(A) VC - HIT AND RUN:DEATH/INJURY (F) 54069 | 20001(A) VC - HIT AND RUN:DEATH/INJURY (F) 54069,1,0,0.0,0
171C(A)(1) PC - LOADED FIREARM ST CAPITOL (M) 52685,1,0,0.0,0
417.8 PC - EXH F/ARM/ETC:RSIST AREST (F) 52148,1,0,0.0,0
11713.8(A) VC - FL RPRT EXST VIN USED FRM (M) 26850,1,0,0.0,0
652(C) HN - OPR VSL W/O PROPER EQUIP (I) 54658,1,0,0.0,0
21235(F) VC - OPR MTRZD SCOOTER NO HAND (I) 54963,1,0,0.0,0
12305 HS - POSS EXPLOSIVE ILLEGALLY (F) 52072,1,0,0.0,0
22451(B) VC - NO DRVR PED THRU RR GATE (I) 54662,1,0,0.0,0
12671 HS - SELL UNCLASSED FIREWORKS (M) 52111,1,0,0.0,0
Matched description of suspect’s vehicle or vehicle observed at the scene of a crime | Officer witnessed commission of a crime,1,0,0.0,0
5109 VC - TRANSF ENVIRONMENTAL PLT (I) 54787 | 5109 VC - TRANSF ENVIRONMENTAL PLT (I) 54787,1,0,0.0,0
16000(A) VC - ACCDNT RPRT W/I 10 DAYS (I) 54928,1,0,0.0,0
11359(B) HS - POSS MARIJUANA FOR SALE (M) 35451 | 11359(B) HS - POSS MARIJUANA FOR SALE (M) 35451,1,0,0.0,0
647(J)(1) PC - PEEK BEDROOM/ETC INV PRIV (M) 57087 | 647(J)(1) PC - PEEK BEDROOM/ETC INV PRIV (M) 57087 | 647(J)(1) PC - PEEK BEDROOM/ETC INV PRIV (M) 57087,1,0,0.0,0
21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153 | 21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153,1,0,0.0,0
26508(E) VC - 1 OPERABLE AIR BRAKE VIOL (I) 66548,1,0,0.0,0
25350 VC - NONCOMP ILLUM ID SIGNS (I) 66499,1,0,0.0,0
242 PC - BAT EMERGENCY PERSON/ETC (F) 13183 | 242 PC - BAT EMERGENCY PERSON/ETC (F) 13183 | 242 PC - BAT EMERGENCY PERSON/ETC (F) 13183,1,0,0.0,0
594(B)(2)(B) PC - VANDALISM -$400/PREV CONV (M) 29156,1,0,0.0,0
207(C) PC - KIDNAP: FRC/ETC OUT OF ST (F) 10032,1,0,0.0,0
65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000 | 65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000 | 65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000 | 65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000,1,0,0.0,0
667(A)(1) PC - PRIOR FELONY CONVICTION (X) 66095,1,0,0.0,0
23223(B) VC - PASSENGER:W/OPEN ALC CONT (I) 54582 | 23223(B) VC - PASSENGER:W/OPEN ALC CONT (I) 54582,1,0,0.0,0
27156(C) VC - SELL AIR POLL CNTRL VIOL (I) 66586,1,0,0.0,0
14610(A)(6) VC - VIOL LICENSE PROVISIONS (M) 54909,1,0,0.0,0
18710(A) PC - POSS DESTRUCTIVE DEVICE (M) 52562,1,0,0.0,0
206 PC - TORTURE (F) 13142 | 206 PC - TORTURE (F) 13142 | 206 PC - TORTURE (F) 13142,1,0,0.0,0
27315 PC - GNSHW DISPLAY OF AMMO PR (M) 52714,1,0,0.0,0
